0.000000000,Kick
0.130975057,Kick
0.139682540,HH
0.287709751,HH
0.391111111,Kick
0.586666667,Kick
0.595736961,HH
0.708571429,HH
0.825034014,Snare
1.129433107,Snare
1.668027211,Kick
1.857596372,Kick
1.869206349,HH
2.021587302,HH
2.105759637,Kick
2.281360544,Kick
2.291519274,HH
2.449705215,HH
2.546938776,Snare
2.834285714,Snare
3.419138322,Kick
3.586031746,Kick
3.594739229,HH
3.744217687,HH
3.815328798,Kick
4.018503401,Kick
4.046077098,HH
4.202811791,HH
4.272471655,Snare
4.572879819,Snare
5.131609977,Kick
5.320272109,Kick
5.334421769,HH
5.468299320,HH
5.561179138,Kick
5.752743764,Kick
5.764353741,HH
5.922539683,HH
6.002358277,Snare
6.282448980,Snare
