0.000476190,Kick
0.121269841,Kick
0.153832200,HH
0.265396825,HH
0.435714286,Kick
0.544126984,Kick
0.581632653,HH
0.681269841,HH
0.833673469,Snare
0.987936508,Snare
1.683446712,Kick
1.805714286,Kick
1.822448980,HH
1.970793651,HH
2.102040816,Kick
2.226666667,Kick
2.251020408,HH
2.389841270,HH
2.540816327,Snare
2.667301587,Snare
3.408163265,Kick
3.517460317,Kick
3.529591837,HH
3.643809524,HH
3.816326531,Kick
3.940317460,Kick
3.960204082,HH
4.101587302,HH
4.266326531,Snare
4.417777778,Snare
5.149024943,Kick
5.271746032,Kick
5.305102041,HH
5.426031746,HH
5.575510204,Kick
5.718730159,Kick
5.729591837,HH
5.850158730,HH
6.006122449,Snare
6.189841270,Snare
