0.000000000,Kick
0.106666667,Kick
0.176507937,HH
0.266031746,HH
0.397641723,Kick
0.501587302,Kick
0.600816327,HH
0.759365079,HH
1.056507937,Kick
1.145396825,Kick
1.262585034,HH
1.398730159,HH
1.494784580,Kick
1.583492063,Kick
1.663129252,Kick
1.823492063,Kick
1.869206349,HH
2.008888889,HH
2.110113379,Snare
2.335873016,Snare
2.560000000,Kick
2.645714286,Kick
2.719637188,HH
2.848888889,HH
2.931519274,Snare
3.139682540,Snare
3.355283447,Kick
3.496507937,Kick
3.581678005,HH
3.682539683,HH
3.805170068,Kick
3.888888889,Kick
3.996734694,Kick
4.135873016,Kick
4.237641723,HH
4.355555556,HH
4.472743764,Kick
4.563809524,Kick
4.655600907,Kick
4.787936508,Kick
4.847165533,HH
4.975873016,HH
5.120000000,Kick
5.194285714,Kick
5.291247166,HH
5.415238095,HH
5.500226757,Snare
5.789206349,Snare
5.984943311,Kick
6.066031746,Kick
6.196825397,HH
6.326984127,HH
6.382585034,Snare
6.594285714,Snare
6.829569161,Kick
6.856507937,Kick
