0.000476190,Kick
0.076190476,Kick
0.169070295,HH
0.274829932,HH
0.404172336,Kick
0.546938776,Kick
0.659183673,HH
0.791020408,HH
0.861224490,Snare
0.999183673,Snare
1.702312925,Kick
1.808979592,Kick
1.885170068,HH
2.008163265,HH
2.105759637,Kick
2.177142857,Kick
2.337959184,HH
2.455510204,HH
2.526621315,Snare
2.721632653,Snare
3.430612245,Kick
3.533877551,Kick
3.614285714,HH
3.754285714,HH
3.848707483,Kick
3.933061224,Kick
4.053333333,HH
4.204897959,HH
4.256507937,Snare
4.496326531,Snare
5.121451247,Kick
5.237551020,Kick
5.327528345,HH
5.462040816,HH
5.559002268,Kick
5.605714286,Kick
5.754195011,HH
5.874285714,HH
5.953741497,Snare
6.235918367,Snare
