0.000000000,Kick
0.354285714,Kick
0.383673469,Kick
0.765714286,Kick
0.822857143,Kick
1.178775510,Kick
1.268571429,Kick
1.578775510,Kick
1.697959184,Kick
1.905306122,Kick
1.910204082,HH
2.042448980,HH
2.106122449,Kick
2.346122449,Kick
2.365714286,HH
2.499591837,HH
2.535510204,Snare
2.886530612,Snare
2.950204082,Snare
3.281632653,Snare
3.369795918,Snare
3.709387755,Snare
3.786122449,Snare
4.122448980,Snare
4.223673469,Snare
4.586122449,Snare
4.669387755,Snare
4.976326531,Snare
5.038367347,Kick
5.293061224,Kick
5.304489796,HH
5.462857143,HH
5.556825397,Kick
5.766530612,Kick
5.772335601,HH
5.946485261,HH
5.965532880,Snare
6.190294785,Snare
