0.000000000,Kick
0.157097506,Kick
0.159637188,HH
0.322902494,HH
0.415056689,Kick
0.634920635,Kick
0.638548753,HH
0.746303855,HH
0.827210884,Kick
1.093514739,Kick
1.102947846,HH
1.240816327,HH
1.300317460,Kick
1.502403628,Kick
1.506394558,HH
1.692879819,HH
1.721179138,Kick
1.882630385,Kick
1.883718821,HH
2.040453515,HH
2.043356009,HH
2.109387755,HH
2.334693878,Kick
2.535328798,Kick
2.563265306,Kick
2.828480726,Kick
2.836734694,HH
2.963446712,HH
3.028571429,Kick
3.243537415,Kick
3.244897959,HH
3.383582766,HH
3.448979592,Kick
3.697052154,Kick
3.700000000,HH
3.805895692,HH
3.893877551,Kick
4.071111111,Kick
4.077641723,HH
4.249614512,HH
4.345396825,Kick
4.494104308,Kick
4.553061224,HH
4.701587302,HH
4.765306122,Kick
4.953287982,Kick
4.959183673,HH
5.131292517,HH
5.222448980,Kick
5.423129252,Kick
5.426530612,HH
5.527074830,HH
5.700000000,Kick
5.868117914,Kick
5.869569161,HH
5.985306122,HH
5.993877551,HH
6.058775510,HH
6.136734694,Kick
6.312063492,Kick
6.314285714,HH
6.399365079,HH
6.504081633,Kick
6.553333333,Kick
6.704761905,Snare
6.760317460,Snare
