0.000000000,Kick
0.136507937,Kick
0.228571429,Kick
0.375238095,Kick
0.428571429,Kick
0.573968254,Kick
0.608253968,HH
0.753650794,HH
0.833650794,Snare
1.177777778,Snare
1.669387755,Kick
1.909841270,Kick
1.916326531,HH
2.040634921,HH
2.087755102,Snare
2.300317460,Snare
2.471428571,Snare
2.925079365,Snare
3.363265306,Kick
3.562539683,Kick
3.573469388,HH
3.704761905,HH
3.810204082,Snare
4.006984127,Snare
4.224489796,Snare
4.562539683,Snare
5.140317460,Kick
5.479183673,Kick
5.555374150,Kick
5.925442177,Kick
5.979138322,Kick
6.417414966,Kick
