0.000476190,Kick
0.082721088,1.1
0.087755102,HH
0.282267574,1.2
0.420408163,Kick
0.560181406,1.3
0.567346939,HH
0.754285714,2.1
0.828571429,Snare
1.014421769,2.2
1.726530612,Kick
1.864489796,2.3
1.868367347,HH
2.023401361,2.4
2.147959184,Kick
2.302040816,3.1
2.315306122,HH
2.497959184,3.2
2.521428571,Snare
2.712380952,3.3
3.446938776,Kick
3.592925170,3.4
3.598979592,HH
3.734421769,4.1
3.833673469,Kick
3.985850340,4.2
3.989795918,HH
4.170884354,4.3
4.243877551,Snare
4.428843537,4.4
5.170408163,Kick
5.311564626,5.1
5.320408163,HH
5.468299320,5.2
5.555374150,Kick
5.727346939,5.4
5.732653061,HH
5.958095238,6.1
6.012244898,Snare
6.205170068,6.2
