Audio,Precision,Recall,F1-Score,Accuracy
../../RawDataset/MTP_1617476751923/HH_MTP.wav,0.9933483195754716,0.7074563015064826,0.8263741990864221,0.8452933784965035
../../RawDataset/MTP_1617476751923/Snare_MTP.wav,0.981640625,0.5882232462877625,0.7356355486438275,0.8026455965909091
../../RawDataset/MTP_1617476751923/Kick_MTP.wav,0.9519624255952381,0.596639512685621,0.7335369841170305,0.80634765625
../../RawDataset/MTP_1617476751923/Freestyle_MTP.wav,1.0,0.41117814086446075,0.5827444869753734,0.7022499613242574
../../RawDataset/MAF/MafP2.wav,0.8715977822580645,0.3290029906119755,0.4776913083075435,0.5994140625
../../RawDataset/MAF/MafI2.wav,0.8564801897321429,0.3506473108043789,0.49758202866444234,0.5075013241525423
../../RawDataset/AZI/AZiI2.wav,0.9573178498641305,0.3959251584806926,0.5601746605547895,0.5311771716101695
../../RawDataset/AZI/AZiP2.wav,0.8842447916666667,0.3018306064057335,0.4500424544908567,0.5604508739406779
../../RawDataset/LML_1617020140983/HH_LML.wav,0.9354400634765625,0.6309695347879786,0.7536141023749815,0.673779296875
../../RawDataset/LML_1617020140983/Snare_LML.wav,0.9992431640625,0.48093486716096967,0.6493419956688323,0.5849139873798077
../../RawDataset/LML_1617020140983/Freestyle_LML.wav,0.9533835018382353,0.559706148510789,0.7053311186743212,0.6372637067522321
../../RawDataset/LML_1617020140983/Kick_LML.wav,1.0,0.40846029614928103,0.5800096705118464,0.57587890625
../../RawDataset/JVS_1617180378425/HH_JVS.wav,1.0,0.8292337281101326,0.9066460074151956,0.9649476396276596
../../RawDataset/JVS_1617180378425/Kick_JVS.wav,1.0,0.7108642832349878,0.8310002028809089,0.9840494791666666
../../RawDataset/JVS_1617180378425/Snare_JVS.wav,1.0,0.4591634104157325,0.629351595768032,0.8670142389112904
../../RawDataset/JVS_1617180378425/Freestyle_JVS.wav,0.953826904296875,0.5975985162807594,0.734815267606296,0.8821910511363636
../../RawDataset/BIC/BicI2.wav,0.9248148600260416,0.4521775027852937,0.607382415820417,0.6109176377118644
../../RawDataset/BIC/BicP2.wav,0.8699088541666666,0.40904805054858934,0.5564448960554371,0.647411281779661
../../RawDataset/MOB_1616751225808/Freestyle_MOB.wav,0.9328287760416667,0.6027617685415001,0.7323221997904474,0.8228743912337663
../../RawDataset/MOB_1616751225808/Kick_MOB.wav,0.9719050480769231,0.5318589163857601,0.6874966788883575,0.9022440159574469
../../RawDataset/MOB_1616751225808/HH_MOB.wav,0.9937595274390244,0.8707502869665031,0.9281971990789665,0.9669962778141361
../../RawDataset/MOB_1616751225808/Snare_MOB.wav,0.966796875,0.7906671610713369,0.8699063250223596,0.9605040015243902
../../RawDataset/CAT/CatP2.wav,0.9493393132716049,0.5294362863751277,0.6797714009461652,0.7544094279661017
../../RawDataset/CAT/CatI2.wav,0.9978932584269663,0.5879455136700694,0.739932551450876,0.7883706302966101
../../RawDataset/ISA/IsaI2.wav,0.957493137668919,0.4628590020031387,0.6240485098696942,0.7106064618644068
../../RawDataset/ISA/IsaP2.wav,0.9395926339285714,0.5663335175263676,0.7067050411476369,0.7409163135593221
../../RawDataset/APL_1616757118902/Freestyle_APL.wav,0.9571461397058824,0.4103071763124067,0.5743873305226435,0.6135598207131411
../../RawDataset/APL_1616757118902/HH_APL.wav,0.9555555555555556,0.41811793751780457,0.5817028865843187,0.7189009232954545
../../RawDataset/APL_1616757118902/Snare_APL.wav,0.9732730263157895,0.38884953026336055,0.55568679524896,0.7359662737165179
../../RawDataset/APL_1616757118902/Kick_APL.wav,0.994598388671875,0.31785864063277186,0.4817554933075143,0.6983454363986784
../../RawDataset/OBH_1617275905744/HH_OBH.wav,0.9719401041666667,0.5525507371537844,0.7045581468517716,0.772169788431677
../../RawDataset/OBH_1617275905744/Snare_OBH.wav,0.9028049045138888,0.3529792333962624,0.5075257338924895,0.5709236819727891
../../RawDataset/OBH_1617275905744/Kick_OBH.wav,0.9579228940217391,0.5712802592930214,0.7157223526425989,0.8740866681654677
../../RawDataset/OBH_1617275905744/Freestyle_OBH.wav,0.1864406779661017,0.44344710838155976,0.2625120896792011,0.616113887810559
../../RawDataset/MSF_1616750364871/Snare_MSF.wav,0.9803292410714286,0.8246104018024784,0.8957526004487049,0.8789950284090909
../../RawDataset/MSF_1616750364871/HH_MSF.wav,1.0,0.8880996138517769,0.9407338546508449,0.9275069563356164
../../RawDataset/MSF_1616750364871/Kick_MSF.wav,0.9796173878205128,0.8594652782354621,0.9156164062957112,0.9085455560064936
../../RawDataset/MSF_1616750364871/Freestyle_MSF.wav,0.9591587611607143,0.6290256175663312,0.7597800861973699,0.7794490665584416
../../RawDataset/ZGA/ZgaP2.wav,0.8596331716954023,0.6612699892929921,0.7475158613958028,0.8287407309322034
../../RawDataset/ZGA/ZgaI2.wav,0.880088876146789,0.6210061827515141,0.7281892378742616,0.7572364936440678
../../RawDataset/ARF_1616756270238/Kick_ARF.wav,0.8040364583333334,0.8236078692897633,0.8137044967880085,0.96318359375
../../RawDataset/ARF_1616756270238/Freestyle_ARF.wav,0.746533203125,0.6468864701340188,0.6931468499764818,0.7596457741477273
../../RawDataset/ARF_1616756270238/HH_ARF.wav,0.6237571022727273,0.7572752748437164,0.6840619219160744,0.8647401391006098
../../RawDataset/ARF_1616756270238/Snare_ARF.wav,0.9488802083333333,0.872554419406595,0.9091181277211542,0.9701081604516807
../../RawDataset/IGN_1616754663660/HH_IGN.wav,1.0,0.7612675401914321,0.8644541761198754,0.84320068359375
../../RawDataset/IGN_1616754663660/Snare_IGN.wav,1.0,0.43243243243243246,0.6037735849056604,0.671875
../../RawDataset/IGN_1616754663660/Kick_IGN.wav,1.0,0.2956013423303143,0.4563152764238964,0.682275390625
../../RawDataset/IGN_1616754663660/Freestyle_IGN.wav,0.9910714285714286,0.34215917337220725,0.5086954653732868,0.5552881291482301
../../RawDataset/JMP_1617018989017/Kick_JMP.wav,0.8782552083333334,0.44903054006823667,0.5942404052640272,0.7121484375
../../RawDataset/JMP_1617018989017/Snare_JMP.wav,1.0,0.5243215565796211,0.687940880080618,0.7459765625
../../RawDataset/JMP_1617018989017/Freestyle_JMP.wav,0.9851754610655737,0.5610685630926331,0.7149595687331537,0.671794734589041
../../RawDataset/JMP_1617018989017/HH_JMP.wav,1.0,0.7672875187326055,0.8683222289521503,0.915078125
