0.000476190,Kick
0.144217687,Kick
0.144897959,HH
0.278458050,HH
0.374489796,Kick
0.562131519,Kick
0.564285714,HH
0.715873016,HH
0.726530612,Snare
1.153741497,Snare
1.627551020,Kick
1.846349206,Kick
1.848888889,HH
1.992063492,HH
2.078571429,Kick
2.277959184,Kick
2.280612245,HH
2.425306122,HH
2.443877551,Snare
2.848435374,Snare
3.367346939,Kick
3.599455782,Kick
3.603061224,HH
3.730068027,HH
3.805532880,Kick
4.002176871,Kick
4.014149660,HH
4.155646259,HH
4.174489796,Snare
4.596462585,Snare
5.098979592,Kick
5.292698413,Kick
5.301020408,HH
5.467936508,HH
5.528571429,Kick
5.718095238,Kick
5.730612245,HH
5.847619048,HH
5.885714286,Snare
6.351746032,Snare
