0.000000000,Kick
0.065306122,Kick
0.194467120,HH
0.250612245,HH
0.293151927,HH
0.346530612,HH
0.407800454,Kick
0.463265306,Kick
0.602993197,HH
0.696734694,HH
0.847528345,Snare
0.966530612,Snare
1.073469388,HH
1.144081633,HH
1.177551020,HH
1.242040816,HH
1.326530612,HH
1.395510204,HH
1.534693878,Kick
1.582448980,Kick
1.716326531,Kick
1.761224490,Kick
1.951020408,HH
1.989387755,HH
2.053061224,Kick
2.098775510,Kick
2.168163265,Kick
2.242857143,Kick
2.361179138,HH
2.451428571,HH
2.555646259,Snare
2.620816327,Snare
2.779138322,HH
2.833061224,HH
2.883628118,HH
2.903673469,HH
2.963446712,HH
3.006122449,HH
3.079546485,HH
3.141224490,HH
3.197097506,Kick
3.290204082,Kick
3.397369615,Kick
3.486938776,Kick
3.604081633,HH
3.653469388,HH
3.710204082,HH
3.780000000,HH
3.846938776,Kick
3.887346939,Kick
4.061224490,HH
4.127755102,HH
4.281632653,Snare
4.364489796,Snare
4.500000000,HH
4.564897959,HH
4.715510204,Kick
4.770612245,Kick
4.893877551,HH
4.967755102,HH
5.144897959,Kick
5.228163265,Kick
5.351020408,HH
5.413877551,HH
5.463265306,HH
5.535102041,HH
5.578367347,Kick
5.672244898,Kick
5.785714286,Kick
5.863265306,Kick
5.989795918,Snare
6.082040816,Snare
6.195918367,HH
6.288571429,HH
6.316326531,HH
6.382857143,HH
6.432244898,Kick
6.506122449,Kick
6.626530612,HH
6.690612245,HH
