0.000000000,Kick
0.082539683,Kick
0.163265306,HH
0.263038549,HH
0.424489796,HH
0.572335601,HH
0.867346939,Kick
0.945124717,Kick
1.020408163,HH
1.128344671,HH
1.283673469,Kick
1.372335601,Kick
1.455102041,HH
1.574603175,HH
1.720408163,Kick
1.799546485,Kick
1.906009070,HH
2.013605442,HH
2.151020408,HH
2.302947846,HH
2.574603175,Kick
2.668480726,Kick
2.746009070,HH
2.864399093,HH
3.016326531,Kick
3.103854875,Kick
3.181995465,HH
3.292517007,HH
3.441632653,Kick
3.523265306,Kick
3.624489796,HH
3.754013605,HH
3.863265306,HH
4.017414966,HH
4.299319728,Kick
4.385306122,Kick
4.469387755,HH
4.622585034,HH
4.714013605,Kick
4.814149660,Kick
4.889795918,HH
5.016598639,HH
5.164625850,Kick
5.246258503,Kick
5.344897959,HH
5.443265306,HH
5.563265306,HH
5.732789116,HH
6.012244898,Kick
6.100680272,Kick
6.183673469,HH
6.299863946,HH
6.438775510,Kick
6.532789116,Kick
6.610204082,HH
6.723265306,HH
