0.000476190,Kick
0.169523810,1.1
0.174489796,HH
0.311111111,1.2
0.388775510,Kick
0.539682540,1.3
0.551473923,HH
0.695873016,1.4
0.785714286,Snare
1.167619048,2.1
1.683446712,Kick
1.882539683,2.2
1.889523810,HH
2.020317460,2.3
2.088344671,Kick
2.281904762,2.4
2.292970522,HH
2.431746032,3.1
2.516462585,Snare
2.852698413,3.2
3.372698413,Kick
3.585396825,3.4
3.591836735,HH
3.719365079,4.1
3.792108844,Kick
3.980952381,4.2
3.983673469,HH
4.132698413,4.3
4.197006803,Snare
4.566984127,4.4
5.122902494,Kick
5.323809524,5.1
5.328979592,HH
5.451428571,5.2
5.545941043,Kick
5.743492063,5.3
5.746938776,HH
5.912380952,5.4
5.982766440,Snare
6.363809524,6.1
