0.000476190,Kick
0.185941043,Kick
0.202040816,HH
0.351020408,HH
0.436734694,Kick
0.612698413,Kick
0.622448980,HH
0.805895692,HH
0.830612245,Snare
1.209070295,Snare
1.683446712,Kick
1.902494331,Kick
1.906122449,HH
2.087981859,HH
2.151020408,Kick
2.303401361,Kick
2.306122449,HH
2.482993197,HH
2.493877551,Snare
2.950113379,Snare
3.402040816,Kick
3.606802721,Kick
3.614285714,HH
3.780045351,HH
3.857142857,Kick
4.010430839,Kick
4.014149660,HH
4.199092971,HH
4.202040816,Snare
4.609070295,Snare
5.106122449,Kick
5.355102041,Kick
5.361224490,HH
5.484807256,HH
5.581632653,Kick
5.739229025,Kick
5.740816327,HH
5.920181406,HH
5.932653061,Snare
6.330612245,Snare
