0.000000000,Kick
0.222040816,Kick
0.293877551,HH
0.550748299,HH
0.683673469,Snare
0.881632653,Snare
1.008163265,HH
1.188571429,HH
1.334693878,Kick
1.593469388,Kick
1.624489796,Kick
1.839455782,Kick
1.985714286,Snare
2.155102041,Snare
2.271428571,HH
2.466394558,HH
2.620408163,Kick
2.884353741,Kick
2.967346939,HH
3.112925170,HH
3.300136054,Snare
3.496054422,Snare
3.601995465,HH
3.794285714,HH
3.924172336,Kick
4.162176871,Kick
4.197006803,HH
4.442993197,HH
4.574331066,Snare
4.795646259,Snare
4.900000000,HH
5.124897959,HH
5.218367347,Kick
5.466122449,Kick
5.514285714,HH
5.768163265,HH
5.916326531,Snare
6.133877551,Snare
6.200000000,HH
6.325714286,HH
6.526530612,Kick
6.768163265,Kick
6.800544218,Kick
6.856326531,Kick 
