0.000000000,Kick
0.220589569,Kick
0.400544218,Snare
0.629841270,Snare
0.806893424,Kick
1.100045351,Kick
1.131972789,HH
1.435283447,HH
1.663265306,Snare
1.902585034,Snare
2.113265306,Snare
2.343764172,Snare
2.444897959,Kick
2.800907029,Kick
2.870997732,HH
3.141950113,HH
3.332653061,Snare
3.648435374,Snare
4.165306122,Kick
4.477097506,Kick
4.565306122,HH
4.854421769,HH
5.037755102,Kick
5.283990930,Kick
5.342857143,HH
5.443628118,HH
5.523446712,Kick
5.755646259,Kick
5.767256236,HH
5.890612245,HH
5.960000000,Snare
6.233106576,Snare
